arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
11642.5,31565.5,7389.5,36855,32208,36662,26828.5,36845,29631.5,11869.5,36039,36274,12112,16483
28276,34953,12565.5,17470,36097.5,35339.5,2922.5,22243.5,35376.5,18495.5,22734,30443,35950.5,5893.5
15989,5821.5,9363.5,36744,13873,14123,13796,35703.5,12423,4062.5,12272.5,28748,17194.5,1566
7474,4300,5034.5,15722,3931,6953.5,19367,22074.5,23800.5,3869,16153.5,22891.5,35037,22710.5
17103,21488.5,4837,29656.5,14702,9797.5,23641,30836.5,24102.5,8575.5,29922,33944.5,1113,24538
5660.5,22265.5,19989,31904,10545,22911,36833,29185,2519,30376.5,33532.5,19423,17206,9866.5
1174,23481.5,4631.5,30507.5,29194,35642,22445.5,30561,4244,12862.5,25862.5,23663,6369,29369.5
18418,1213.5,1081,21253.5,9572.5,11425,33181,27091.5,28615,603,30186,30324.5,36607.5,35555
6337.5,1371,671,33646,24135.5,27549.5,36186,33543,33977,2812,29707,36125.5,31186.5,10691.5
7857.5,24270.5,15450.5,30173,3570.5,5627.5,27705.5,28461.5,12784,9889,32396.5,22835.5,24455,34355.5
1513,24317,27537.5,34971,21587.5,6887,28279,36434,3660,33613,10470,9026,34437,24707
1993,3257,2053.5,34993,25781,30956.5,36552.5,35334.5,30797,6284.5,27030,32672,30496,25905
7798,26893,9733.5,33759.5,26332.5,36462.5,31187,33574,29691,21980.5,21446.5,28869.5,17519,28296
33823.5,17868,23680,9099,4877.5,8616,25687.5,4900,12384.5,15676.5,34884.5,16803,320,16086.5
30689,12469.5,5493,16651,33793,32534.5,5692.5,18753.5,26477,8055,23936,29498.5,23415,19722.5
32640,34379.5,8346,35548,29174.5,29377,28149,32180,30212,18340,29777.5,29327,30189.5,2111
18195,13627,5141.5,25496.5,33761.5,36779.5,19015.5,20014,33968.5,6975.5,18252.5,28205.5,28859.5,4793.5
29677,26313.5,4951,34078,32540.5,36859,34138.5,34896.5,20666,14663.5,9434,36072.5,31092,9435
4500.5,1431,538,31838.5,27861.5,18156,36839,31707,23867,5795,33720.5,30141,33573,23817
28557,36017,28018.5,30480,26239.5,36552.5,21622.5,29208.5,20467.5,33805,35493.5,21041,5733,24716.5
26233,5769,3006.5,35607.5,26517,15085,30953,32358.5,33888.5,6916.5,31732,35789,6967.5,18415.5
35868,29883,11581.5,15880,10118,17554,28522.5,11485,12651,20139,35784.5,31921.5,11651,22820
11456,24734,11867,25643.5,4317,20434,25636,30074.5,10237.5,10302.5,32508,33889.5,3822.5,26098
6334.5,1510,1030,27731,18243.5,32742,33407,28687,35643.5,2952,23402,34587,36593,31056
32322.5,20135,16961.5,21071.5,10168,11536.5,12691,21252.5,67,15632.5,22224,19410.5,31742.5,12372.5
21986.5,5943,3444,29559.5,23821,23779.5,21915.5,28771.5,34602,1564.5,23794,24405.5,36441,10809.5
10159.5,10277.5,4563,19448,35087.5,33636.5,14150,24058,25922,11649.5,28011,20567,35714.5,32265.5
5852,3580,1948.5,30487,28188.5,34266.5,31743,32504,35041,3869,26164.5,34929.5,35938.5,9676
24200,33035.5,14151,30851,36483.5,35494,9169,32332.5,36588,30738.5,33174.5,36134,8797,35860.5
25428.5,25153,6033,28724.5,26291,31026.5,11626.5,29076.5,17314.5,7490,33096,30581.5,12680.5,16034
28710.5,21408,33977,26975.5,6763,18322,32208,22922.5,980,25827,27815,19244,5136.5,6012
31717,34160.5,35022,32400,17972,8230,5142,33087,1377,35134,34877.5,27254.5,6199.5,1757
24918.5,7199.5,2554,33359,36498.5,33789.5,28502.5,33045.5,35169,2228,26090.5,33885.5,29894,24766
32030.5,23392.5,8503.5,21995,28346,30796.5,7896,24957,30854,16243.5,10224,26705.5,26666.5,14393.5
21282.5,13101.5,10469.5,34050.5,28370,26787,26639.5,31954.5,7042.5,5691,21120,24253,32813,8028.5
3198,14897.5,4298.5,35928,35444.5,34334.5,33257,35989.5,23162,21918.5,34297,24748.5,36140,30676
16241.5,29793.5,13417,20765,27693.5,33558,16250.5,14697,35243.5,30595.5,31552.5,17227.5,33082.5,28600
5418,9033.5,5693.5,24414.5,24231,28110,32653,26062,23800.5,20241.5,35918,24249,34221,35886
25207,34434.5,20482,34495,36061.5,36268,8704,33080,36776,26200,32225.5,33679.5,11549,21485
15564,8524.5,7494.5,35961,19467.5,28121,17047,34555,22744.5,3690.5,23018,30630,16213.5,6476.5
12153,5015,3880.5,9824,7685.5,34768,33564.5,17964.5,24355,5206,11302,21568,28364,22710.5
18180.5,2276.5,247.5,27120,23149,28261.5,20683.5,28496,32004,725.5,33909,36445,17276,15726
21805.5,19367,6148,27788.5,11752,17230,13406.5,23154,20251,5152,34888.5,31396.5,2271.5,32338
16900.5,7330.5,3904.5,33273.5,31778,32275,1734,34353,31036.5,5570.5,33742.5,27970,19036,21927
22626.5,22208.5,5338.5,35305.5,31856.5,31159.5,26746.5,35142,34194,4062.5,26673.5,29549.5,28912,20306
21101.5,18375.5,7580,32509.5,34039,30491,3764.5,31825.5,28858.5,7814,29520.5,34482.5,31836,28015
18631,15173.5,8372,12730,16730,31970,23460.5,22174,10534.5,15246.5,23269.5,20602.5,36061,5704
1566,21049,5923,21682,35904.5,34490,20675,27879.5,32759,24220.5,30640,24244,34358.5,23437
11585,26285.5,9438,11641,30947.5,25732.5,20127,14663,10540.5,26763.5,14881,13403,27800.5,7884.5
3066,6701.5,10880.5,30794.5,4745.5,1085,30841.5,28744,5504,12409,34824.5,22492.5,13065.5,7536
18312.5,154,668,2992,2059.5,472,11520,4962.5,28922,179,26068,14818.5,24770,14241.5
16795,1544.5,1492.5,2581,5571.5,20300,25807.5,7213.5,16574,1690.5,6075,21917.5,25956.5,1383.5
36554,19611,4136.5,27675,31918,33373.5,24976,27991,34663,5355,21310.5,27042.5,35633,22951.5
13502,11455.5,3508.5,36527.5,36035.5,34361,25265,36441.5,16830,11254.5,32329,31060.5,3450.5,22335.5
8570,8921,18825.5,2129,6359,17134.5,15834.5,1845,27914.5,19267,18057,6851.5,27715,9968
8422.5,20000.5,3926.5,35465,33923,31752.5,3355,35090,34130,6862,32345.5,34056.5,33729,36662
32092,23282.5,5367.5,11298,35628,36597,20526.5,22150.5,35926,13591.5,11470,21714.5,32869,26981
31610,35550,25098,8253.5,2938.5,30733.5,33450,11790.5,16137.5,22333.5,32062,33148,29172.5,12026
12891.5,8479,4527,35005,29006,24665.5,36329,34681,11836,14702.5,29361.5,31124.5,15626.5,14209.5
21460,30584,24599,6611.5,2510,25189,23985,13093,5393,12102,3534.5,27773,34974.5,6467
29195.5,10130.5,1758.5,31324.5,34032,27084.5,34320.5,29171.5,32339.5,9595,36122,36562,20525,14992.5
13514,8103,4654.5,34640,36307.5,29432.5,26584,31764,31325,14069.5,30749,33998.5,15856.5,8296
28140,16042,7091.5,25313,8171.5,29352.5,33272.5,23150.5,5937.5,9825.5,33737.5,33698.5,28775.5,5489
26707,30506,9110,27046.5,24706.5,32629.5,7520.5,29614,36859,7079.5,33760,36703,26804.5,36572.5
35984,15857.5,22062,3117,2264.5,20418,33217,4387.5,9847.5,17485,18949.5,33551.5,7439,14516.5
3508,27496,12341,32550,36549,36444,20206.5,33746,36726.5,25352.5,21494.5,17138,32541.5,35188
27876,1069,3755.5,2681.5,3232.5,985,4553.5,8957.5,777,1143,10722,21273.5,30950.5,4314
30618,36350,26957,7248.5,27749.5,19984.5,2603,14561.5,8576,30789.5,31920,25468,27836,23919
10565,6384.5,4398.5,35219,14714,25007.5,31891.5,35281,21221,13549.5,28399,33974,24573.5,3172
31304.5,26410.5,7769,20394,20530,33562,33905.5,19564.5,25623,16091,23636,32164.5,22361.5,14882
24931,6232.5,8625,316,5373.5,34593.5,19649.5,454.5,17225.5,11004,13008.5,17286.5,10611,20374
25653.5,26053.5,14349,27340,28252,29801.5,21095.5,27667,34711.5,13438.5,27742,29420,29734.5,23487.5
29289.5,36038.5,12364.5,26352,34024.5,33969.5,34380.5,26359.5,4580.5,29555,35683,30111.5,9246.5,13755.5
16795,36093.5,25278,29656.5,34649.5,35937,1542,32536,32815,25592.5,31913,29600.5,30022,11478.5
17674.5,32940.5,25803,26741.5,25712.5,31067.5,1072,26532,8300,35062.5,25851.5,25495,6936,35761
28268,3616,13650,7054.5,142,8644.5,28833.5,6152.5,4077.5,4463,13176.5,26090,8835,1941.5
30637,7475,1767.5,22456.5,26127,30667.5,31958.5,27098,31416,2202,27102,34085,32005.5,11183.5
27637.5,22393,16989,31975,27293.5,22021,27037,32268,1083.5,14180.5,20018,31230,20718.5,6600.5
15515.5,18502,11822,9458,29577,36627,17619,17815,21861,8897.5,15587.5,16663.5,35425.5,1954.5
14563.5,21089.5,19203.5,21212.5,3334.5,7843.5,18053,22071,15101,18594,34064.5,31962.5,7524,14688.5
13754,1527,184,31545,22421.5,21153,22282,32122.5,31108,1974.5,35797.5,36099.5,9525.5,27270
30756,11170.5,10200.5,3232,6088.5,575.5,3186.5,4874,29623.5,6217.5,23668.5,27246.5,18125,12498.5
33502,27321.5,14717,14380.5,26706.5,7587.5,2705,17243,31046.5,21835.5,34392.5,24073.5,14129.5,27088
33045,27406,12026,8766,21687,29218,34629.5,6648,23134,35868,36063.5,26890.5,9053,17206
24591.5,24380,16200,31053,6683.5,20972.5,33272.5,34468,6262.5,24535,10324.5,32639,4906,12922.5
4721.5,21800.5,4205,35425,31028.5,36013.5,13144.5,34906,28673.5,20497,34866,30670,6490,23322.5
21472.5,34613.5,21999,19882.5,30908,24546.5,22468,22625.5,28574,33372.5,32488.5,30904,14384.5,20032
32945.5,29541.5,20623,5656.5,15403.5,2497.5,875.5,9840.5,27608,22397,29949,26303.5,11225.5,34713
10782,21934,21743,18407,3874.5,21538.5,11313,26848,2097.5,12370.5,33347,32008.5,7845,13634
13672,9563,6872,16551,6528,4414,8704,15734.5,8892,9557.5,34493,21153.5,7639.5,30498
12565,19165.5,5184.5,32602,29748.5,35852,36703,35461.5,11147.5,10023.5,5316,29761,28102,15743.5
32997.5,1015,4510.5,32,2074.5,1994.5,8574,19,22620,2198,6833,16219,19318,29577
22785.5,14961,4281,6130,32903.5,33070.5,14904,8762.5,33900.5,4447,12906.5,23243.5,27186.5,5000
25227,18165,16476,21315.5,10873.5,7623,26463.5,30333,22116,30890,19484,17833.5,20195.5,25096.5
25633,18179,3054,32375.5,35411.5,32070,29235.5,33080,34851,25477,34468.5,33856,20469.5,34023
32778,29625,12642,24228,19707.5,35579,16105,27133.5,23528,17560.5,20330,29801,29639,15585.5
30380,6902.5,7874.5,1327.5,428,1522,7267.5,2650,2905.5,1467,4138.5,20393,27481.5,19695.5
8090.5,4582,2408,34191.5,34974.5,33690.5,28666.5,34330.5,34622,11975,27915,36116,16415,4772
18961,6866,9283,3371,18711,21584.5,1270,10506.5,17792.5,20480.5,6947,21536.5,33467.5,6985
15773.5,6346,4039,30944,17485,26208.5,23309,31020,33977,4130.5,26392,35083.5,25521.5,16204.5
952,33683.5,16630,35380.5,36839,33470.5,4752,35452.5,36555.5,35344,36256.5,26607,9565,34984
18662,36725,33095.5,30653,32355.5,32967.5,5768.5,30781,28289.5,35871,28985,32464,15865.5,2808.5
25729.5,32827,6279,23418,34711.5,35608,11481.5,22220.5,33617.5,19108.5,32898.5,32808,6923,8711.5
19575.5,35046,17987,36138.5,32091,35165,3845,36180,17533.5,12182,35423.5,36291,5584,19750.5
11665.5,8326,4008,24683,27654,29692,16746,26781.5,35118.5,1384,21686.5,23294,34428,18827.5
33311,34033,12920,34344.5,23994,28494.5,31709,32821,17072,23702.5,24316,29337,35479.5,27864
11312.5,30129.5,15319,9894.5,19905,12618.5,6002,16393,24783,30299,36832,26895.5,28235.5,34320.5
25219.5,21017.5,14962,27268,12802.5,1712,11510.5,25648.5,14988.5,22747,35333.5,26795.5,4649.5,22133.5
24656.5,11309,12898.5,676,11815.5,10741,4015.5,2405.5,6020.5,26411.5,4095.5,10405,27105,9345
34025,159,74,2000,1915,38,16998.5,1500.5,34547,420.5,32101,34453,2513,23890.5
30765,11857,9064.5,7569.5,12573.5,22487,6888,14135.5,6670,11861.5,28735,33334.5,5589,10788
25293,15294.5,5464,10209.5,36784,35514,15088.5,9882,36235.5,22363.5,19939.5,21099.5,34302,32450.5
13117.5,18576,12102.5,33183,31636,33964.5,23993.5,34350,15695,10650,10259,31402,34324.5,3973
24886,31811.5,9062.5,20560.5,26187.5,35431.5,33061,16325,18646,10362,36853,28904.5,22307.5,30441.5
12680.5,12263.5,8296,36667,30785.5,27040.5,13337.5,36122,25193,4058,30464.5,35811,10054,3054.5
3729,34826.5,25382,16854.5,27487,23253.5,3590,22477.5,24773,31066.5,31568.5,26112.5,17318.5,28704
10603,30439,10464,35170.5,36487,15521,3606,33101,29342.5,9134,26634.5,21178.5,20846,11611.5
8253,34707,17428,20907.5,33931,36665.5,21477,24797.5,34016,22567.5,14678.5,25306,30210,14037.5
33852.5,6592,4123,25508.5,17659.5,15950,6653.5,25005,21129.5,9306.5,32645,22273.5,31721.5,24192
10812.5,15213,7345,20926.5,15478,16675.5,21526.5,25059,27785,11921,35566.5,20755.5,36276.5,32021
34879,36032,13390.5,16100,36324,35683.5,10202,17412.5,35305,33472.5,29888.5,25183,35002,20812.5
12506,14544,2978.5,35327.5,32935.5,19811.5,22042.5,35038,12412.5,13757,36242.5,31030,12819.5,35934.5
19268,20135,5138,32676.5,36340,34585,13632.5,33142.5,19824,5054,31364.5,31085,27127,29665
2434,35706,26378,17341.5,11120,36773,34692,22368,25213,33772,12074,26831.5,24025.5,9307
31464.5,22064.5,7345,35462.5,36113,29837.5,36561,36288,15988,10869,28899.5,33969,30674.5,7137
18760.5,8290.5,4459.5,1900.5,13373.5,20083,7063,7112,33257.5,3694,26335,31657.5,17420.5,5494
36021.5,20198,3129.5,32302.5,36177,22993,16803.5,30526.5,30570.5,4394,17697.5,23834.5,35563,27830.5
26983,36530.5,33145,20771,9632,33189,13276,25095,24234.5,6938.5,27769.5,36068,24564.5,35366
14893.5,34172.5,35239,22261.5,7998,31606,30841.5,24097,10000,33613,30162.5,30998.5,2047,4248.5
31317.5,26632,24234.5,7177,2369,4376,30215.5,11157.5,12526,26207.5,21253.5,28671,6065.5,27197
23151.5,7564.5,20794.5,7196,569,1046,22058,12636,407,10828.5,16537,21381.5,15232.5,15186.5
14330.5,30165,14906.5,24600,31570.5,36228.5,2166,26124,36010,8649,14585.5,28483.5,36510.5,35614.5
30890,10955,4495,23689,30627,24684.5,4662,23124.5,35041,3272,31045.5,32978,10917,2997.5
28929.5,27239.5,6148,34233,33540.5,36006,7313,29315.5,35581,20229.5,35800,28367,10212.5,28817
11272.5,20222.5,24508,3050,3221,3483.5,1219.5,2953,19517,26147,15885.5,16200.5,23554.5,29174.5
9079,24230.5,35355,26078,3111,3722.5,2847,24486.5,4099.5,14560,31017.5,21532,19054,29159.5
15724.5,21143,12377.5,6718.5,21499.5,25462.5,13052.5,17330,7687.5,18160,28301,34851.5,11071.5,1319
35417,8108,9695.5,6054.5,2577,566,12549,4412,6067,9204.5,27086,16769,11382,30507
22406,31373.5,15703,4754,24747.5,11798,8956.5,4958.5,34302,18639,16594,10247,34386,35441.5
1119,21781,15852.5,32229,32031.5,30682,14538,33990.5,20874.5,19984.5,23024.5,27166.5,3775,9075
30455,22244.5,18343,5069,9261.5,19687.5,23860.5,4706,24210.5,20673.5,16199.5,17062,31438,29809.5
13742,27945.5,14085.5,28600.5,5094.5,27195,35075,27625.5,3039.5,20158.5,35723,25524.5,1239,27864
1306.5,17221,20270,16092,15419,5994.5,6323.5,21864,25910,30937,17441,7094,26385,31615.5
29256,1119,1832.5,7801.5,1040,364,4533,11027,30010.5,363,32304,35489.5,19966.5,19096
22668,32086.5,10768,35569,36833,29820.5,24652,36222.5,31090,34753.5,32042.5,35480.5,2584.5,27313.5
33883.5,19071.5,3622,36567,24975,25211.5,22534.5,36300.5,4443,6868,36643.5,36594.5,9396.5,16509.5
9820.5,36049,22922,33596.5,32569.5,18195,11606,31602.5,23081.5,32742.5,36543,36026,245,34454
23450.5,2560,8485.5,1624.5,437.5,2688.5,18982.5,1950.5,3819.5,2887.5,15685,13907,34744,29820.5
28550,3710.5,3800,13226.5,2456,218,16734.5,13764.5,8342.5,1010.5,35417.5,25066.5,9172,28059.5
23808.5,22880.5,8503.5,35305.5,23438,28284,17730.5,34059,1460,14448.5,24303,34819,596.5,23476
16111.5,21373.5,21116,26029,23945,9458,11796.5,26940.5,27772,32701,30816,22003.5,4396.5,23513
11980,2154.5,536,33004.5,24990,24902,36005,32904,32453,2976.5,36069,36363.5,25894.5,25491.5
26825,9282,4850,23230.5,11552,4814,11034.5,20422,24139,11282,34147,35116,17403.5,24932
31246,849,4752,9041.5,319,22,8608,11984,2071,2336,27283.5,20811.5,2659,14241.5
25513,34715,19558.5,27693,16773.5,8583,17356,26380,27349,18900.5,32883,27065.5,7661,26335
25988.5,10835,1712.5,33386,30649.5,33849.5,23841.5,30612.5,33960.5,2085,36119,34529.5,12236,29776.5
34915.5,28746.5,27438,28529.5,25213.5,8007.5,347.5,29875,17164,6062.5,32625,36091,20987,17613.5
12437,19969,10873,19035,34090,32580.5,17490,16426.5,8794,4943,15158,14957,29599.5,35286.5
5061,6577,3396,35221,33186,31807.5,24418,34273,33066.5,6156.5,23210.5,31607.5,32517.5,6759.5
33928.5,12408.5,17750.5,5141,2715,31662,26174,11997.5,18289.5,8638,1533.5,31629.5,21059.5,11191
1466,30910,17768,35207.5,28849,31146.5,8335.5,36000.5,21498.5,30171,6599.5,19678.5,13681,31553.5
16339,35421.5,19167.5,34649.5,33740.5,16183,33463.5,33024,18411,31659.5,25121,15940,10248,32055
34000.5,26246.5,33274,4852.5,3954.5,7587.5,16746,8156.5,8022,21218.5,8559,22318,7786,12540
3933.5,28229,11722,36858,34910.5,24715,26881,36856,14299.5,28908.5,30280,19656.5,3722.5,17184
36342,26874,4027,21948,31952.5,33256.5,27521.5,20724,32143.5,10670,9811,29349,34457,17931
12260.5,30461,19364.5,29415,17950.5,30285,36141.5,26109.5,807,25186.5,32134.5,21136.5,19471,6390
24733,15795,22039.5,17388.5,5220.5,17352,6048.5,21415.5,2697.5,10209.5,24441.5,29825.5,6137,13439
13430.5,36101.5,31608,34304.5,18580,36068,30704,32869,25356,34714,29679.5,31576.5,11288,9055
26151.5,33992.5,17673,7486,10930,13264,18642,9522,28574,30898.5,32120,29353.5,9212,36434.5
25574,1695,8250,9285.5,1067.5,690,27163,15495.5,222.5,2732.5,16265,16144.5,12016,7098
2704,3745.5,1378,28797,22328.5,14465,33294.5,32376,31301,8423,33532.5,32829.5,34201.5,28147
25413,171.5,160,8027.5,3816.5,148,17322,10204,24045.5,1690.5,28748.5,27060.5,13227.5,28042
4020.5,27907.5,16989,31135,33333.5,31694,10576,26903,35081,25151.5,33843.5,32622,2205,32580
15786,36051,15511.5,30737.5,31760.5,36629,6707,33631,27837.5,17900,7431.5,29242,23067.5,5489
32127,2819.5,5873,2589,1568,5929.5,20774.5,5218,18276.5,2861,21659.5,25675,22475,17250
14575,12263.5,4398.5,29367,26847,33268.5,17490,32614,28205,3543.5,34012,33587.5,31022,24089
6299,29187,9739,7322,29465,20925.5,8409.5,12503,30523,30083.5,30846.5,22053,12753.5,27780
17920.5,32356,7277.5,13324.5,32434,36834,14144.5,21071.5,36249,11099.5,22547.5,35832,15906,21332
10019.5,28438,25671,31874.5,12034.5,4139.5,5406.5,31685.5,15281,24966,32297,33123,2404,209
35692.5,32284.5,10399,10118,21721.5,23292.5,8618.5,9909,21412,15306.5,9542,31900.5,14372,15465
15773.5,8690.5,2672,35496,29359.5,27637.5,36634,35611,18960.5,19905.5,33928.5,36727,16545.5,11628.5
34575,3440,11885.5,3061.5,48,78,26003,5729,1534.5,3712.5,25038,24004,11933,14031.5
24059.5,1244.5,1436.5,16513,3252,2690.5,31836.5,18389.5,23040.5,416,26008,27444.5,29995.5,22355
2430.5,17760.5,5132.5,32956.5,29828.5,36395,23714.5,34616.5,33936.5,19868,30212.5,28640.5,29859,3667
22137,17404,21050,16928.5,1625.5,6034,19384.5,18625,799.5,19750.5,35605.5,19968,13073.5,18935.5
32304,28763.5,11386,34673,30863.5,35711.5,9881.5,33561.5,19617,8704.5,35381,27363,28667.5,22820
29050,2866.5,3750.5,574,1709.5,932,200,1476,7464,2235,27754.5,30281,23143,32067
34609.5,5059,7625.5,25653,8443.5,14746,5775.5,21427,22699.5,6800,12125,17593.5,8248,22938
17771.5,28855,27238.5,35577,13098.5,17332.5,35760,35506.5,536.5,10949.5,36104,33312.5,4490.5,13852
28864.5,18840.5,12588,28076,6446,33141.5,36492.5,25167.5,17953.5,3578.5,21494.5,29141.5,31588.5,30507
36130,32409.5,23382.5,1166.5,11893.5,26740,22606.5,3395.5,11414,21129.5,15778.5,28636,33877.5,11288
21635,16131.5,18596.5,1458.5,2508.5,2847.5,36.5,2585,23350,5104.5,3422.5,15509,32130,29369.5
14334.5,30139.5,12253.5,10998,24376.5,33256.5,34634.5,14073.5,16657.5,20313.5,19926,14894,32141,35228
10892,12602,7782,27062.5,25316.5,36160,36724,32437.5,16794,7781.5,30144.5,35383,27469,35541.5
35055,9555,11674,3280.5,2105,17740,33121.5,3506.5,24420,3226,20129.5,25107.5,22710,25539.5
34782,25888,3476.5,30194,36612.5,34270,25143,29878.5,35593.5,14069.5,24090.5,35507.5,26903.5,34386
31794.5,30795.5,16442,25018.5,36720.5,34694,11372,26117,34024,22936,16586,21136.5,25027.5,23859.5
32237.5,6162,2805.5,13288,11522.5,7649.5,13288.5,20144.5,20413,12200,34815,34563,10471,33699
17296,291,223,4304.5,5813.5,7329.5,18955.5,4000,26900.5,210,28884,25706,27844,17964.5
7822.5,32338,34870,16118.5,25392,36092,18381.5,20338,24875.5,27109,26453.5,19103.5,31314.5,33596.5
26656,36486.5,21688.5,36533,26689.5,24285,15938,36791,21347,19033,35038,34661,2531,1345
20871.5,17358,6345,9757,12428.5,14132,24028.5,8696,35269.5,9382,30727.5,25137,24359,30403
3962,28440,9533,36780,28218,32998,25987,36700,651,18008,36654,33615,9331,8627
31838.5,29402.5,23452,14549.5,5675,2576,9768,12143.5,35136.5,15701,24292.5,20357.5,15223.5,14944.5
20600,31512.5,8139,28798.5,34529,30841.5,14004.5,23506,22165.5,22642.5,31169.5,25440,1456.5,36657
3360,16483.5,13874.5,35007,23489,7269.5,11772,35662.5,7549.5,15210.5,32772.5,22405.5,11674.5,9259.5
21849.5,36779,20751,30876,33704,35006,14406,29296,32453,30036.5,26878.5,25385.5,1730,19604
6209.5,33167.5,22206,28735.5,22010.5,22887.5,28764,31100.5,4077.5,35231.5,33515,28237.5,2831,8386
33823.5,22906,7598.5,27017,28470.5,34389,11468,25990,29255,11754.5,29896.5,34937,18861,33953
13792.5,3660,1413,29777,30531,31433.5,31166.5,28472,30951.5,2831.5,32705,33514,34560,8560.5
1338,31144,24327.5,15277.5,28024,28521.5,33671.5,18572.5,25677,34685,29155.5,11939.5,32176,36690
7420,15641.5,14026,31772,11824.5,28135,36010,32817,6398.5,20076.5,36339,35238,3389.5,15485
21616.5,3212.5,2864,14003,5997.5,594,12638,10805.5,21589.5,1794.5,34367,29515,10722,31250
14555,3550,2339,20260.5,5966,1651.5,14943.5,25454,17911,7033,35503.5,31571.5,11933,14107
2216.5,5447.5,1350,20934,31864,18455,34790.5,26577.5,28387,8019,24621,20610.5,30286.5,27076.5
21616.5,23634,7111.5,33630,13366.5,15343,16264.5,34707.5,23081.5,13757,30365,36272.5,8578.5,27208.5
8643,13026.5,5937,36140.5,27591.5,30748.5,18053,36144.5,12187,2895.5,36321,35948,32848.5,21871.5
24642,15901.5,6242.5,30491,26119.5,32838,36843,28472,12883.5,12706,32357.5,29436.5,35367,19387
33663,27599,35128.5,25948.5,9816,7249.5,7318,29792.5,1755,18468.5,32469.5,35328,1203.5,813.5
10336.5,20213,25684.5,10717.5,5941,3356.5,16088.5,12041.5,13418,34335.5,19343.5,16921.5,10289,17654
22703.5,29567,9894.5,16989,34594,36374,20062.5,18720.5,33663,20983,16238,17457.5,36589.5,15304
20733,26757,6687,26513,30649.5,35784.5,35365,30638,33750,10428,30690.5,29774,32164,24364
26470,7798,3610.5,24573,15133,28678,17862.5,27394.5,34276.5,7411.5,31221.5,35682,22809,24011
27092.5,27139.5,36465,21654,4340.5,22424.5,21158,20391.5,784.5,33922,28783,20311.5,928,3856.5
34441.5,36061.5,20804,28804.5,36274.5,30236,9539.5,28824.5,27229,36617.5,36060,30759,4537,12855.5
36363.5,36275,15801.5,36007,30223.5,6995,1294,34618.5,27701.5,15254,36761,36317,5983,18629.5
9160.5,847,2331.5,10649,920.5,261,8217.5,13046.5,1938.5,2800,31326.5,20526,12540,27127.5
22542,3511.5,438,35601,31079.5,23090.5,16560.5,34767.5,17565.5,1397,35291.5,35800.5,9635.5,22197
7557,36211.5,27576.5,24474.5,21390.5,34546.5,35920,26585.5,4595.5,34588.5,35052.5,26466,3583.5,2609.5
24829,2718,798,8852,24753.5,15654,4953,7471,32438,1104.5,34986.5,30254,25273.5,24397
20327,32128,22392,25643.5,16042,19348.5,13775,29972.5,2887.5,31466.5,32800,27566,8641.5,13439
